gender,description,link_color,profileimage,sidebar_color,text,cln_desc,cln_text,saved_image
female,Must be 18+ to view this website. Follow and mention for retweets. Check Out The Hottest Girls at _Á http://t.co/X1meSzteSn ÂÉ,0084B4,https://pbs.twimg.com/profile_images/572943682400030720/xmP_x8sR_normal.jpeg,C0DEED,Check Out The #HOTTEST Girls at _Á https://t.co/o0FV24HDt0 ÂÉ #FOLLOW @DrRXE @Notmeatall3 https://t.co/oWzeHHLuUv,must be 18 to view this website follow and mention for retweets check out the hottest girls at _á http://t.co/x1mesztesn âé,check out the hottest girls at _á https://t.co/o0fv24hdt0 âé follow drrxe notmeatall3 https://t.co/owzehhluuv,./pro_img/xmP_x8sR_normal.jpeg
male,"Back to the future, Deputy National Editor NY Times:  South, Texas, Florida, politics, culture, voting issues. Author: Dixie Rising. Scout's Honor.",FF0000,https://pbs.twimg.com/profile_images/1137668984/Peter_Applebome__NYT_editor__speaks_at_CofC__1_COPY_normal.jpg,FFFFFF,"Verbatim: Donald Trump on the Rough Life, and Getting $1 Million From His Father https://t.co/Swe58X188W via @NYTPolitics",back to the future deputy national editor ny times south texas florida politics culture voting issues author dixie rising scout's honor.,verbatim donald trump on the rough life and getting 1 million from his father https://t.co/swe58x188w via nytpolitics,./pro_img/Peter_Applebome__NYT_editor__speaks_at_CofC__1_COPY_normal.jpg
female,"'Beneath the make-up and behind the smile, IÛªm just a girl who wishes for the world' -Marilyn Monroe",0084B4,https://pbs.twimg.com/profile_images/592309745949761536/9Hr3oiY4_normal.jpg,C0DEED,Mine will be about 3 weeks then @Elliott_The_Kid _Ù÷â_Ù÷â https://t.co/79MfqwYtFg,'beneath the make-up and behind the smile iûªm just a girl who wishes for the world marilyn monroe,mine will be about 3 weeks then elliott_the_kid _ù÷â_ù÷â https://t.co/79mfqwytfg,./pro_img/9Hr3oiY4_normal.jpg
female,"Lover of all things travel, fitness, food and Devon related! Bespoke Events Coordinator @rivercottage @RiverCottageHQ",8A7302,https://pbs.twimg.com/profile_images/547347425464033281/ed08ZMGI_normal.jpeg,BCB302,Thurs 5 Nov we've got @TheGrahamsMusic for an evening of #live #music &amp; #RiverCottage #food https://t.co/SavbDcNIJb @Dorset_Hour,lover of all things travel fitness food and devon related bespoke events coordinator rivercottage rivercottagehq,thurs 5 nov we've got thegrahamsmusic for an evening of live music amp rivercottage food https://t.co/savbdcnijb dorset_hour,./pro_img/ed08ZMGI_normal.jpeg
male,Bush did 9.11/Bigfoot exists/Jabs is faking it,176682,https://pbs.twimg.com/profile_images/590235893186699264/8BG2_IxM_normal.jpg,C0DEED,What the hell somebody put a water bottle in the pringles tube holder on the treadmill at the gym??,bush did 9.11/bigfoot exists/jabs is faking it,what the hell somebody put a water bottle in the pringles tube holder on the treadmill at the gym??,./pro_img/8BG2_IxM_normal.jpg
female,"#Author #Editor #Seeker
@evepaludan
enjoys #paranormal #mysteries in
#books and in real life. _ #werewolves #witches #vampires #ghosts #angels",0099B9,https://pbs.twimg.com/profile_images/615313726854463488/Uy6gq4g4_normal.jpg,5ED4DC,"""This is *the* big book of the year so far for #paranormal #romance readers."" @jr_rain
#WITCHåÊBONES
US https://t.co/oYfTyJyhYb",#author editor seeker evepaludan enjoys paranormal mysteries in books and in real life _ werewolves witches vampires ghosts angels,"""this is the big book of the year so far for paranormal romance readers. jr_rain witchåêbones us https://t.co/oyftyjyhyb",./pro_img/Uy6gq4g4_normal.jpg
male,Starting in unusual places leads to unusual results !,0084B4,https://pbs.twimg.com/profile_images/456796190030323712/ZqxxDiGn_normal.jpeg,C0DEED,"I couldn't put it down, made a few tweaks to the formulation and it looked a lot better, we will know in a few hours if its stable",starting in unusual places leads to unusual results ,i couldn't put it down made a few tweaks to the formulation and it looked a lot better we will know in a few hours if its stable,./pro_img/ZqxxDiGn_normal.jpeg
female,IBADAN LATEST HAPPENINGS... iGist| iHype and Trend | PR | Blogger |#VideoDIRECTOR=(@mc_expy)....  Account Sponsored By:- [@SUAVE_ents]...,0084B4,https://pbs.twimg.com/profile_images/524493300263157761/M3zV0iub_normal.jpeg,C0DEED,The Impudence of Rabiu Kwakwanso and his Fulani brothers - by FFK: Written by Femi Fani-Kayode...Read below..I... https://t.co/oD4GYTEDqo,ibadan latest happenings.. igist ihype and trend pr blogger #videodirector=(@mc_expy)... account sponsored by: @suave_ents]...,the impudence of rabiu kwakwanso and his fulani brothers by ffk written by femi fani-kayode...read below..i.. https://t.co/od4gytedqo,./pro_img/M3zV0iub_normal.jpeg
male,"Fantasy author of The City Stained Red and The Aeons' Gate trilogy.  Professional bear-wrestler, angriest man alive.",2FC2EF,https://pbs.twimg.com/profile_images/622805407199682560/VGthxxcF_normal.jpg,FFFFFF,@jameslsutter I don't know which sounds better: the Sutters Brothers or the Brothers Sutter.,fantasy author of the city stained red and the aeons gate trilogy professional bear-wrestler angriest man alive.,@jameslsutter i don't know which sounds better the sutters brothers or the brothers sutter.,./pro_img/VGthxxcF_normal.jpg
male,Director Andrew Tyson Thomson and Videographer Cody Harrell co-founded Relative Perspective Media in May 2012. Their collabrations continue to pursue live arts.,0084B4,https://pbs.twimg.com/profile_images/512050859984031744/j9mlmlOv_normal.jpeg,A8C7F7,"I posted 50 photos on Facebook in the album ""Matt and Dameisha Watson 10-25-15"" https://t.co/jucnGQfk4w",director andrew tyson thomson and videographer cody harrell co-founded relative perspective media in may 2012 their collabrations continue to pursue live arts.,i posted 50 photos on facebook in the album matt and dameisha watson 10-25-15 https://t.co/jucngqfk4w,./pro_img/j9mlmlOv_normal.jpeg
female,IBADAN LATEST HAPPENINGS... iGist| iHype and Trend | PR | Blogger |#VideoDIRECTOR=(@mc_expy)....  Account Sponsored By:- [@SUAVE_ents]...,0084B4,https://pbs.twimg.com/profile_images/524493300263157761/M3zV0iub_normal.jpeg,C0DEED,"Check out the largest pink diamond to ever be auctioned, price tag starts at å£15m: It's called a Rare 'Fancy V... https://t.co/5cspUPaIvK",ibadan latest happenings.. igist ihype and trend pr blogger #videodirector=(@mc_expy)... account sponsored by: @suave_ents]...,check out the largest pink diamond to ever be auctioned price tag starts at å£15m it's called a rare fancy v.. https://t.co/5cspupaivk,./pro_img/M3zV0iub_normal.jpeg
male,Extension Legal Specialist in the Department of Ag and Resource Econ at UMD (retweets do not equal endorsements) Photos by Edwin Remsberg & Lauren Castellana,CC3366,https://pbs.twimg.com/profile_images/563528870322638848/oa0ShZjU_normal.jpeg,C0DEED,"ICYMI Use google to search the MD Risk Management Blog powered by @FeedBlitz 

https://t.co/4oenCN9QYJ

#AgLaw #CoopExt #AgChat",extension legal specialist in the department of ag and resource econ at umd retweets do not equal endorsements photos by edwin remsberg lauren castellana,icymi use google to search the md risk management blog powered by feedblitz https://t.co/4oencn9qyj #aglaw coopext agchat,./pro_img/oa0ShZjU_normal.jpeg
female,em terra de cego Tyson reina / @oneshotwd,FFCC4D,https://pbs.twimg.com/profile_images/596070729319329792/UM9sww2M_normal.png,FFFFFF,IÛªm ready to engage with my 1 new follower in the past day. I know them via https://t.co/uGz3hj5I2d,em terra de cego tyson reina oneshotwd,iûªm ready to engage with my 1 new follower in the past day i know them via https://t.co/ugz3hj5i2d,./pro_img/UM9sww2M_normal.png
female,Owner of My Virtual Assistant. A team of four VAs working with #SMEs within their business so they can concentrate on growing their business.,6819A8,https://pbs.twimg.com/profile_images/1292371577/815e9982-4fba-4a58-a2ef-611f4e603ef1_normal.JPG,FFFFFF,Improvements to AU leave in Xero: how the changes could affect you https://t.co/ndnfC5TUFd #xero,owner of my virtual assistant a team of four vas working with smes within their business so they can concentrate on growing their business.,improvements to au leave in xero how the changes could affect you https://t.co/ndnfc5tufd xero,./pro_img/815e9982-4fba-4a58-a2ef-611f4e603ef1_normal.JPG
male,Welcome to the Twitter trip - from Minute One - through my second 1/4-century. And third. And fourthandfifthandsixth. Welcome to The Future.,161C50,https://pbs.twimg.com/profile_images/1032858310/GBHYellowBow_normal.JPG,ADB9DC,@RobHicks_ This is just what Baylor needed. Losing a QB (or two) worked for the Buckeyes last year - regrettably.,welcome to the twitter trip from minute one through my second 1/4-century and third and fourthandfifthandsixth welcome to the future.,@robhicks_ this is just what baylor needed losing a qb or two worked for the buckeyes last year regrettably.,./pro_img/GBHYellowBow_normal.JPG
male,Mockingbird Books - extinct used bookseller,0000FF,https://pbs.twimg.com/profile_images/3769642475/00b0dccd46c502562a9109be91b92f48_normal.jpeg,FFFFFF,Quinn Moosebroker Mysteries https://t.co/WFcBq1NxdG  https://t.co/nuoZqQZBYV #YA #Detective,mockingbird books extinct used bookseller,quinn moosebroker mysteries https://t.co/wfcbq1nxdg https://t.co/nuozqqzbyv ya detective,./pro_img/00b0dccd46c502562a9109be91b92f48_normal.jpeg
female,"Just because we can live without something, it doesn't mean we have to. :) // ª´Justin Timberlake ª´ // 
Danny O'Donoghue ª´ 01-05-2015 ª´",0084B4,https://pbs.twimg.com/profile_images/632267531567284224/W69EIgyg_normal.jpg,A8C7F7,"By the end of the day i'll prob block a bunch of random spams that follows me since 3 days ago, cuz it's weird",just because we can live without something it doesn't mean we have to ª´justin timberlake ª danny o'donoghue ª 01-05-2015 ª´,by the end of the day i'll prob block a bunch of random spams that follows me since 3 days ago cuz it's weird,./pro_img/W69EIgyg_normal.jpg
male,"Loyal Lakers Season Ticket Holder. Dodgers fan. Event Ticketing, see my website below!",2FC2EF,https://pbs.twimg.com/profile_images/2859030958/6cfb54fb757990dbadcec25b2a7861ce_normal.jpeg,1F5CD6,"@MastaRedSnappa My tweets are so nasty, they will go do in the anals of history, not annals.",loyal lakers season ticket holder dodgers fan event ticketing see my website below!,@mastaredsnappa my tweets are so nasty they will go do in the anals of history not annals.,./pro_img/6cfb54fb757990dbadcec25b2a7861ce_normal.jpeg
male,"Managing Editor of @btsteelcurtain, the best Pittsburgh Steelers community on the internet.",131516,https://pbs.twimg.com/profile_images/2688007259/5eae817e1280a76f733a242f9c1f9c41_normal.jpeg,FFFFFF,#Steelers CB Brandon Boykin ready to prove he was worth the trade from Philadelphia https://t.co/V3uShuheto https://t.co/YyPSJwSDuq,managing editor of btsteelcurtain the best pittsburgh steelers community on the internet.,#steelers cb brandon boykin ready to prove he was worth the trade from philadelphia https://t.co/v3ushuheto https://t.co/yypsjwsduq,./pro_img/5eae817e1280a76f733a242f9c1f9c41_normal.jpeg
female,Must be 18+ to view this website. Follow and mention for retweets. Check Out The Hottest Girls at _Á http://t.co/X1meSzteSn ÂÉ,0084B4,https://pbs.twimg.com/profile_images/653802330802946048/hxLSS2E8_normal.jpg,C0DEED,Check Out The #HOTTEST Girls at _Á https://t.co/LA4XWa72eW ÂÉ #FOLLOW @DrR0X @Sexiest_Hotties https://t.co/J3RzbnCnWy,must be 18 to view this website follow and mention for retweets check out the hottest girls at _á http://t.co/x1mesztesn âé,check out the hottest girls at _á https://t.co/la4xwa72ew âé follow drr0x sexiest_hotties https://t.co/j3rzbncnwy,./pro_img/hxLSS2E8_normal.jpg
male,Save America: Less Govt; Balanced Budget; Win War on Terror; Down with Dictators; Stop Socialism in the USA; Control Borders; Strong Military; Home of the Brave,0084B4,https://pbs.twimg.com/profile_images/500412055292092419/q7vIrkVA_normal.jpeg,FFFFFF,Jews are challenging the 'status quo' at a Jerusalem holy site https://t.co/SmulEaDqdx via @bi_contributors,save america less govt balanced budget win war on terror down with dictators stop socialism in the usa control borders strong military home of the brave,jews are challenging the status quo at a jerusalem holy site https://t.co/smuleadqdx via bi_contributors,./pro_img/q7vIrkVA_normal.jpeg
male,"Online #Marketer and #Entrepreneur. I love pets and I am a fitness enthusiast. If a man does his best, what else is there?",0084B4,https://pbs.twimg.com/profile_images/378800000483094336/28556aa2447094527c5fa57c827960f9_normal.jpeg,C0DEED,The Gospel Of Greed: How Sardar Biglari Paid Himself $34 Million Despite Lousy Fund Returns: Documents obtaine... https://t.co/icIdBhXJEi,online marketer and entrepreneur i love pets and i am a fitness enthusiast if a man does his best what else is there?,the gospel of greed how sardar biglari paid himself 34 million despite lousy fund returns documents obtaine.. https://t.co/icidbhxjei,./pro_img/28556aa2447094527c5fa57c827960f9_normal.jpeg
male,"Life Student, Entrepreneur, Consultant, Creator, Innovator, @Redbox video games,  Poet hobbyist, Muse, The Oppressed, More... Contact Info: bdorchid4@gmail.com",0084B4,https://pbs.twimg.com/profile_images/548378364067983360/-AbDxb7u_normal.jpeg,C0DEED,@iTunesTV:Û_ me my proceeds. All I wanted was money to eat while they were making me sleep on the streets. Make note that they have plentyÛ_,life student entrepreneur consultant creator innovator redbox video games poet hobbyist muse the oppressed more.. contact info bdorchid4@gmail.com,@itunestv:û_ me my proceeds all i wanted was money to eat while they were making me sleep on the streets make note that they have plentyû_,./pro_img/-AbDxb7u_normal.jpeg
male,"Full-time genius, part-time unicorn stable-hand, historian and ukelele instructor for octopuses.",0084B4,https://pbs.twimg.com/profile_images/570671418283540480/GVBQfwFs_normal.jpeg,C0DEED,So #Blair apologises for the illegal invasion+subsequent chaos in #Iraq - mere coincidence he waits till he's made millions in the meantime.,full-time genius part-time unicorn stable-hand historian and ukelele instructor for octopuses.,so blair apologises for the illegal invasion+subsequent chaos in iraq mere coincidence he waits till he's made millions in the meantime.,./pro_img/GVBQfwFs_normal.jpeg
female,SAHM...Enjoying life one day at a time en este mundo divertido!  I like to use some Spanglish.  Enjoying this new twitter thing...  Let me take a peek!,2FC2EF,https://pbs.twimg.com/profile_images/378800000767594860/92fae4f091533c0b2401df17e8955893_normal.jpeg,181A1E,Want to win Complete Collection of The Cupcake Club Books 1-8? I just entered to win and you can too. https://t.co/5siDZFzc7L,sahm...enjoying life one day at a time en este mundo divertido i like to use some spanglish enjoying this new twitter thing.. let me take a peek!,want to win complete collection of the cupcake club books 1-8 i just entered to win and you can too https://t.co/5sidzfzc7l,./pro_img/92fae4f091533c0b2401df17e8955893_normal.jpeg
male,Award-winning NY-based photographer roaming the world with my cameras capturing all sorts of moments of truth for people and companies to buy and enjoy.,0084B4,https://pbs.twimg.com/profile_images/1211030584/A_NYC_self_portrait-3_normal.jpg,FFFFFF,"The other day when looking for lighthouses, I realized just how much I want to be one. 
#lÛ_ https://t.co/kq0ZizPkvE https://t.co/eVikCYMyEB",award-winning ny-based photographer roaming the world with my cameras capturing all sorts of moments of truth for people and companies to buy and enjoy.,the other day when looking for lighthouses i realized just how much i want to be one #lû_ https://t.co/kq0zizpkve https://t.co/evikcymyeb,./pro_img/A_NYC_self_portrait-3_normal.jpg
female,cheetah print enthusiast and whistle tone extraordinare.,0084B4,https://pbs.twimg.com/profile_images/582213872641269760/86cb8p3G_normal.jpg,C0DEED,@AndrewTighe42 thought I'd throw it out into the universe. #askingforafriend,cheetah print enthusiast and whistle tone extraordinare.,@andrewtighe42 thought i'd throw it out into the universe askingforafriend,./pro_img/86cb8p3G_normal.jpg
female,"ôö¯áô  ôã¯¤ ô ¯_ôÉô_ôà ôã¯¤ ô ¯_¯»¯_ôâ ¯¤ôã¯_ô_¯« ôô_ôà 
.
.

A land that we can not defend ...we do not deserve to live on it
.
.

ôÉóÎôàô  ôÉ¯_¯¤ô¯ü¯» ô ôÉóÎ ò©ô ¯ø ¯¢ô  ¯±¯¤ ¯_¯_¯¤ôö¯¤¯± ô óÎ¯_¯» ¯¬ôà ¯_ô ¯øòøóÎ ¯ø¯±",B40B43,https://pbs.twimg.com/profile_images/616647006732161024/dij4kNXa_normal.jpg,CC3366,@KhalidAlSultan  do we still have the Embrears ?????,ôö¯áô ôã¯ ô _ôéô_ôà ôã¯ ô _¯»¯_ôâ ¤ôã¯_ô_¯ ôô_ôà a land that we can not defend ..we do not deserve to live on it ôéóîôàô ôé¯_¯¤ô¯ü¯ ô ôéóî ò©ô ø ¢ô ¯±¯ _¯_¯¤ôö¯¤¯ ô óî¯_¯ ¬ôà _ô øòøóî ø¯±,@khalidalsultan do we still have the embrears ????,./pro_img/dij4kNXa_normal.jpg
female,"Auto-feed of Running Commentary, Daphne Caruana Galizia's Notebook.",0084B4,https://abs.twimg.com/sticky/default_profile_images/default_profile_3_normal.png,C0DEED,Dispatches from the Other Malta... https://t.co/mH7SoT1GOR,auto-feed of running commentary daphne caruana galizia's notebook.,dispatches from the other malta.. https://t.co/mh7sot1gor,./pro_img/default_profile_3_normal.png
male,"Mind Body & Wellbeing Coach. Recovered from 8 years #me #cfs, want to share what I learned and help others",0084B4,https://pbs.twimg.com/profile_images/2680779960/36fe1c8a6355a8669eb8538d730f8185_normal.jpeg,C0DEED,#me #cfs #fibromyalgia 5 magic words that sufferers need to hear https://t.co/rGj2Jee1kS,mind body wellbeing coach recovered from 8 years me cfs want to share what i learned and help others,#me cfs fibromyalgia 5 magic words that sufferers need to hear https://t.co/rgj2jee1ks,./pro_img/36fe1c8a6355a8669eb8538d730f8185_normal.jpeg
male,Entrepreneur. Believer. Success Catalyst.,2FC2EF,https://pbs.twimg.com/profile_images/572220465628708864/5NGtRmgI_normal.jpeg,181A1E,"ÛÏThe only limits are, as always, those of vision.Û ÛÒ James Broughton",entrepreneur believer success catalyst.,ûïthe only limits are as always those of vision.û ûò james broughton,./pro_img/5NGtRmgI_normal.jpeg
female,Performance poet and entertainer in social settings. Inveterate tea and shoe lover. Into folk music and fair weather walking.,0084B4,https://abs.twimg.com/sticky/default_profile_images/default_profile_2_normal.png,C0DEED,Lovely session today at Prestbury Beaumont #Macclesfield doing The Red Rose &amp; The White. Pleased to be returning in Dec,performance poet and entertainer in social settings inveterate tea and shoe lover into folk music and fair weather walking.,lovely session today at prestbury beaumont macclesfield doing the red rose amp the white pleased to be returning in dec,./pro_img/default_profile_2_normal.png
male,"Hockey writer, @CBSSportsNHL
chris.peters@cbsinteractive.com",3B94D9,https://pbs.twimg.com/profile_images/486004573350268928/EoameYwX_normal.jpeg,FFFFFF,@MagnessMayhem Poked around the site a bit. Nice work! My intro to hockey blogs/blogging was indie college hockey blogs. Great perspective.,hockey writer cbssportsnhl chris.peters@cbsinteractive.com,@magnessmayhem poked around the site a bit nice work my intro to hockey blogs/blogging was indie college hockey blogs great perspective.,./pro_img/EoameYwX_normal.jpeg
male,"IT Consultant, currently practicing Affiliate Marketing",0084B4,https://pbs.twimg.com/profile_images/1221970129/MYPICTURE2_normal.JPG,C0DEED,"The most awards and endorsements of any children's mattress company, as well as the best warranty in the industry. https://t.co/mDGmxr4wU7",it consultant currently practicing affiliate marketing,the most awards and endorsements of any children's mattress company as well as the best warranty in the industry https://t.co/mdgmxr4wu7,./pro_img/MYPICTURE2_normal.JPG
male,"NRA Life Member; NRA Golden Eagle; Engineer; Raider fan; when you hear the term Right Wing Nazi, your mind will be seeing me",0084B4,https://abs.twimg.com/sticky/default_profile_images/default_profile_0_normal.png,C0DEED,"@RhymesWithRight @SicarioYogiB @PolitiBunny @jeffersonianguy Ok,my apologies.I'd bet the locals got them back,&amp;kasich had little to do w/ it",nra life member nra golden eagle engineer raider fan when you hear the term right wing nazi your mind will be seeing me,"@rhymeswithright sicarioyogib politibunny jeffersonianguy ok,my apologies.i'd bet the locals got them back,&amp;kasich had little to do w it",./pro_img/default_profile_0_normal.png
female,"I like going to karaoke and choir, playing the piano and accordion, listening to music, languages, chatting online and loads more.",0084B4,https://abs.twimg.com/sticky/default_profile_images/default_profile_5_normal.png,C0DEED,"@keith_goofball yeah, I love the edit tweet feature too.",i like going to karaoke and choir playing the piano and accordion listening to music languages chatting online and loads more.,@keith_goofball yeah i love the edit tweet feature too.,./pro_img/default_profile_5_normal.png
male,Big dreams since i was a lil boy am blessed,0084B4,https://abs.twimg.com/sticky/default_profile_images/default_profile_0_normal.png,C0DEED,@xola_vengie And Won 2 Afrimmas in Taxes,big dreams since i was a lil boy am blessed,@xola_vengie and won 2 afrimmas in taxes,./pro_img/default_profile_0_normal.png
female,"Wanna end childhood cancer and all cancers. Simple as that. Maya Thompson, Ronan Thompson, Rachel Joy Scott, and Mitch Lucker are the centers of my life.",0084B4,https://abs.twimg.com/sticky/default_profile_images/default_profile_2_normal.png,C0DEED,@StJude I hate cancer. I will be keeping Sofia in my thoughts and heart.,wanna end childhood cancer and all cancers simple as that maya thompson ronan thompson rachel joy scott and mitch lucker are the centers of my life.,@stjude i hate cancer i will be keeping sofia in my thoughts and heart.,./pro_img/default_profile_2_normal.png
male,Enlightenment Thinker.  People are good and trustworthy.  They should run our government and have a voice.,0084B4,https://abs.twimg.com/sticky/default_profile_images/default_profile_6_normal.png,C0DEED,Everyone please forgive Jay Z for his language in his songs.  He is a good person and very trustworthy.,enlightenment thinker people are good and trustworthy they should run our government and have a voice.,everyone please forgive jay z for his language in his songs he is a good person and very trustworthy.,./pro_img/default_profile_6_normal.png
male,"I am a small business man, who has been ruined by the unethical practices of the Royal Bank of Scotland. Would like to make contact with similar.",0084B4,https://abs.twimg.com/sticky/default_profile_images/default_profile_0_normal.png,C0DEED,And I'll bring the cross  https://t.co/8EeGhcAjop,i am a small business man who has been ruined by the unethical practices of the royal bank of scotland would like to make contact with similar.,and i'll bring the cross https://t.co/8eeghcajop,./pro_img/default_profile_0_normal.png
male,"A happy husband & a father. I love my wife, baby & IT. I tweet & retweet what I think & feel about real life matters. :) Add: http://t.co/HghCUX0dWz",0084B4,https://abs.twimg.com/sticky/default_profile_images/default_profile_0_normal.png,C0DEED,iPhone 6s Plus vs Galaxy Note 5 [Specs And Features Comparison] https://t.co/P3DMlrQlDW,a happy husband a father i love my wife baby it i tweet retweet what i think feel about real life matters add http://t.co/hghcux0dwz,iphone 6s plus vs galaxy note 5 specs and features comparison https://t.co/p3dmlrqldw,./pro_img/default_profile_0_normal.png
male,you are never too old to set another goal or to dream another dream. NEVER GIVE UP,0084B4,https://abs.twimg.com/sticky/default_profile_images/default_profile_4_normal.png,C0DEED,Life's tragedy is that we get old too soon and wise too late. - Benjamin Franklin #quote,you are never too old to set another goal or to dream another dream never give up,life's tragedy is that we get old too soon and wise too late benjamin franklin quote,./pro_img/default_profile_4_normal.png
male,"Chief Investigative Reporter, Judicial Watch. Specialist FOIA, OFAC, Iran sanctions. Following politics, MENA, J. Joyce, various villains. Views my own, etc.",0084B4,https://pbs.twimg.com/profile_images/2098426572/Micah_Head_Shot_normal.jpg,C0DEED,@TPM Dumb on so many levels but btw women wear make-up with burkas--and knock-out outfits.,chief investigative reporter judicial watch specialist foia ofac iran sanctions following politics mena j joyce various villains views my own etc.,@tpm dumb on so many levels but btw women wear make-up with burkas--and knock-out outfits.,./pro_img/Micah_Head_Shot_normal.jpg
female,Stay FlyªÁ,0084B4,https://pbs.twimg.com/profile_images/566371207469989888/QuDY_Ukd_normal.jpeg,C0DEED,"Winning lottery numbers for Saturday, Oct. 24, and Sunday, Oct. 25 : 32 https://t.co/WAcTqClC4U https://t.co/31U3E6atUs",stay flyªá,winning lottery numbers for saturday oct 24 and sunday oct 25 32 https://t.co/wactqclc4u https://t.co/31u3e6atus,./pro_img/QuDY_Ukd_normal.jpeg
female,"Digital Media Consultant, Organization Expert, Video Blogger, Brand Marketer, Event Planner, SpokesMom, Team Mom, Disney Mom, Travel Mom, College Mom.",4A913C,https://pbs.twimg.com/profile_images/488698083706810368/AVWQ3edh_normal.jpeg,C0DEED,Had a great time with the family decorating these yesterday! Pumpkins all set and ready to roll:) https://t.co/vQ5FSsecxK,digital media consultant organization expert video blogger brand marketer event planner spokesmom team mom disney mom travel mom college mom.,had a great time with the family decorating these yesterday pumpkins all set and ready to roll: https://t.co/vq5fssecxk,./pro_img/AVWQ3edh_normal.jpeg
female,They asked her what she saw in him and she just smiled because she doesn't want others to fall for him like she did.,0084B4,https://pbs.twimg.com/profile_images/509483860468318209/UJoQ8sSu_normal.jpeg,C0DEED,Five Days at Memorial: Life and Death in a Storm-Ravaged... ... https://t.co/7zIjRSTeYT,they asked her what she saw in him and she just smiled because she doesn't want others to fall for him like she did.,five days at memorial life and death in a storm-ravaged.. . https://t.co/7zijrsteyt,./pro_img/UJoQ8sSu_normal.jpeg
male,Residential Sales and Investments,0084B4,https://pbs.twimg.com/profile_images/420612265591586816/1vS6RrG1_normal.jpeg,C0DEED,"If you're thinking about buying a home, you'll want to learn a bit about mortgages. Check out the pros and cons... https://t.co/Gfkb4FbbvW",residential sales and investments,if you're thinking about buying a home you'll want to learn a bit about mortgages check out the pros and cons.. https://t.co/gfkb4fbbvw,./pro_img/1vS6RrG1_normal.jpeg
male,created by @neilkod of http://t.co/l4y6Jxus1g available for twitter and data-related projects,0084B4,https://pbs.twimg.com/profile_images/1113788349/carl_spackler_normal.jpeg,C0DEED,"So, I tell them I'm a pro jock, and who do you think they give me? The Dalai Lama, himself. Twelfth son of the Lama. The flowing robes",created by neilkod of http://t.co/l4y6jxus1g available for twitter and data-related projects,so i tell them i'm a pro jock and who do you think they give me the dalai lama himself twelfth son of the lama the flowing robes,./pro_img/carl_spackler_normal.jpeg
female,"PR specialist, journalist, Traveler, vegan. Me =)",0084B4,https://pbs.twimg.com/profile_images/600149026948788224/citRDrnu_normal.jpg,C0DEED,You are the same today as you will be five years from now except for two things the people you meet and the books you read.,pr specialist journalist traveler vegan me ),you are the same today as you will be five years from now except for two things the people you meet and the books you read.,./pro_img/citRDrnu_normal.jpg
female,Neema Enriquez is a full time Realtor serving the Phoenix and Scottsdale areas of Arizona.,7700B3,https://pbs.twimg.com/profile_images/444841269001334785/Snn7_gCn_normal.jpeg,C0DEED,Shawn and I talkin' all things chicken with Destry Jetton @arizonamidday ! #tourdecoops #vpaaz https://t.co/oJrna9UsCu,neema enriquez is a full time realtor serving the phoenix and scottsdale areas of arizona.,shawn and i talkin all things chicken with destry jetton arizonamidday tourdecoops vpaaz https://t.co/ojrna9uscu,./pro_img/Snn7_gCn_normal.jpeg
male,"Im just a well grown man that enjoys watching soccer. Stoke City fan for life, all hail the mighty potters! And i also like music.",0084B4,https://pbs.twimg.com/profile_images/506829203476463619/KstyYchx_normal.png,C0DEED,@4231Stoke Ireland in and Afellay out,im just a well grown man that enjoys watching soccer stoke city fan for life all hail the mighty potters and i also like music.,@4231stoke ireland in and afellay out,./pro_img/KstyYchx_normal.png
male,larry side acct // LOUIS,ABB8C2,https://pbs.twimg.com/profile_images/642156703295803392/wHoZ7VLr_normal.png,FFFFFF,i've been thinking all day about how domestic h&amp;l's posts will be once they're out and it makes me tear up a lil (lot),larry side acct louis,i've been thinking all day about how domestic h&amp;l's posts will be once they're out and it makes me tear up a lil lot),./pro_img/wHoZ7VLr_normal.png
male,"I have done Masters from Harvard. Try our Million Dollar Trading Challenge for 15 days for $1:
http://t.co/fQULHW1lFu",0084B4,https://pbs.twimg.com/profile_images/851642620/AhmadHassam_normal.jpg,C0DEED,Forex VSD System For Day Trading On M15 And H1 Timeframes! https://t.co/QLODm7gQxd #forex https://t.co/bcnOMFQwI3,i have done masters from harvard try our million dollar trading challenge for 15 days for 1 http://t.co/fqulhw1lfu,forex vsd system for day trading on m15 and h1 timeframes https://t.co/qlodm7gqxd forex https://t.co/bcnomfqwi3,./pro_img/AhmadHassam_normal.jpg
female,"There are perfectly good answers to those questions, but they'll have
to wait for another night.

		-- Homer Simpson
		   Homers Barbershop Quartet",0084B4,https://pbs.twimg.com/profile_images/597831695643987968/ab13GjBM_normal.jpg,C0DEED,Give me a museum and I'll fill it. https://t.co/b8SzicbiyF,there are perfectly good answers to those questions but they'll have to wait for another night - homer simpson homers barbershop quartet,give me a museum and i'll fill it https://t.co/b8szicbiyf,./pro_img/ab13GjBM_normal.jpg
